id,x,y,deg
055_6,s5.106781,s1.742558,s108.913746
055_7,s4.760385,s2.387266,s-121.906592
055_8,s5.399645,s3.079048,s-194.709317
055_9,s5.408318,s1.686447,s302.325156
055_10,s6.296114,s1.915191,s122.09194
055_11,s6.934244,s1.713645,s113.281122
055_12,s5.533353,s2.214396,s-14.768182
055_13,s7.076029,s2.3307,s106.084181
055_14,s7.368576,s1.593488,s2.667338
055_15,s7.33958,s2.773559,s206.883903
055_16,s3.353121,s3.162578,s162.942331
055_17,s3.577786,s3.318077,s-13.765505
055_18,s4.349504,s3.409826,s187.276734
055_19,s4.363823,s4.184153,s-12.082972
055_20,s4.901412,s3.113223,s143.492044
055_21,s5.237077,s3.35168,s-3.099289
055_22,s5.727678,s3.204494,s293.028402
055_23,s5.165561,s4.55045,s214.341502
055_24,s5.590995,s3.812217,s250.829068
055_25,s6.227203,s2.827482,s-22.249989
055_26,s6.176898,s2.278521,s32.264536
055_27,s6.900527,s2.933238,s145.32853
055_28,s6.71893,s3.777695,s187.950232
055_29,s7.504588,s3.827653,s76.433424
055_30,s7.394885,s4.436675,s-23.620106
055_31,s7.390936,s3.048211,s23.351803
055_32,s3.348475,s3.829211,s24.37497
055_33,s3.826279,s4.526783,s301.686973
055_34,s3.23945,s5.697687,s-60.144504
055_35,s4.013585,s3.895903,s244.601639
055_36,s4.929966,s5.244622,s-66.805826
055_37,s4.250651,s5.152,s49.853544
055_38,s4.854334,s4.023684,s-182.733174
055_39,s5.741971,s4.776702,s170.287555
055_40,s5.818727,s5.25014,s112.875334
055_41,s6.076939,s5.037761,s225.597637
055_42,s6.708108,s5.656116,s-146.451763
055_43,s7.040821,s4.359287,s480.092137
055_44,s6.152653,s4.406713,s190.424725
055_45,s6.911631,s4.723529,s47.275801
055_46,s7.438035,s5.773974,s67.02034
055_47,s7.382561,s5.359981,s161.758721
055_48,s3.338362,s4.732745,s204.468941
055_49,s3.639664,s5.050548,s50.837335
055_50,s4.071298,s5.755975,s294.132829
055_51,s4.963606,s5.766494,s113.00129
055_52,s5.602935,s5.733692,s296.47846
055_53,s6.182737,s5.352978,s336.253692
055_54,s4.87658,s4.91055,s167.527022
056_0,s3.557783,s1.387446,s23.549476
056_1,s3.964734,s1.495281,s338.258627
056_2,s3.715117,s2.465088,s-23.58467
056_3,s4.602397,s2.05412,s157.074528
056_4,s4.905887,s1.527229,s115.874533
056_5,s4.210319,s2.746148,s227.718021
056_6,s5.18657,s2.017568,s41.897289
056_7,s5.328678,s1.494124,s246.489549
056_8,s5.92489,s1.557158,s-65.481571
056_9,s6.452,s2.096658,s371.826691
056_10,s6.562908,s3.229995,s40.524386
056_11,s6.779821,s1.520493,s114.324132
056_12,s6.893893,s2.153539,s-30.326894
056_13,s7.028944,s3.034377,s148.612148
056_14,s7.348271,s1.446748,s50.486509
056_15,s7.610267,s1.970683,s204.47239
056_16,s3.641935,s2.011559,s297.217964
056_17,s3.574727,s3.224858,s156.058569
056_18,s4.243399,s3.157828,s271.914518
056_19,s4.906629,s3.584846,s-267.887979
056_20,s4.882097,s2.854698,s222.276888
056_21,s5.526163,s2.773598,s41.498852
056_22,s5.736984,s3.364218,s87.203277
056_23,s5.633818,s1.851325,s10.262962
056_24,s5.850823,s3.760442,s383.628009
056_25,s6.60503,s4.284723,s29.881606
056_26,s6.734294,s3.839345,s72.002921
056_27,s7.002872,s4.139151,s-26.394668
056_28,s7.732206,s3.718134,s76.91449
056_29,s6.905205,s3.51821,s-103.772677
056_30,s7.589783,s2.557065,s150.011303
056_31,s7.561538,s2.884774,s-28.43579
056_32,s3.783067,s5.191621,s-110.80049
056_33,s3.565887,s4.146132,s155.900308
056_34,s3.458124,s4.635298,s-112.930642
056_35,s3.956679,s3.87326,s176.306485
056_36,s4.567785,s3.968915,s66.364998
056_37,s4.395851,s4.576798,s69.589423
056_38,s4.84834,s4.481454,s23.155423
056_39,s5.342812,s3.776549,s55.77232
056_40,s6.053999,s2.895869,s-1.557073
056_41,s5.892447,s2.622481,s192.225166
056_42,s4.668761,s5.544109,s-106.248367
056_43,s6.938524,s4.734999,s395.286751
056_44,s7.614714,s4.161934,s-23.457871
056_45,s7.593994,s5.671946,s189.360986
056_46,s6.686935,s5.530371,s-69.51544
056_47,s7.125172,s5.271071,s233.125104
056_48,s3.569493,s5.667039,s155.606826
056_49,s5.31997,s4.971401,s73.246891
056_50,s5.62161,s5.531153,s72.412865
056_51,s4.223714,s5.661097,s-158.033029
056_52,s5.93881,s5.257027,s166.835332
056_53,s5.989398,s4.317116,s-13.824119
056_54,s6.178438,s5.665493,s-155.383053
056_55,s5.203964,s4.303429,s-36.405562
057_0,s3.852085,s2.444447,s21.899474
057_1,s4.277823,s2.178437,s110.939192
057_2,s4.863306,s2.133319,s54.014256
057_3,s4.945545,s3.055926,s361.565645
057_4,s4.993485,s2.593123,s-46.080972
057_5,s5.171585,s2.168971,s246.145726
057_6,s5.633105,s3.907632,s1.71883
057_7,s6.319394,s2.977331,s26.131425
057_8,s5.858934,s2.988117,s130.16407
057_9,s6.724968,s3.857905,s175.126912
057_10,s6.269791,s2.084494,s-29.502227
057_11,s7.088108,s3.269715,s128.20074
057_12,s6.91081,s2.066943,s17.107875
057_13,s7.680155,s3.152182,s130.763033
057_14,s7.508378,s2.240533,s57.518659
057_15,s8.088323,s2.172155,s114.201949
057_16,s3.904293,s3.307737,s202.687794
057_17,s4.539902,s2.787768,s21.222878
057_18,s4.569102,s3.952614,s128.478983
057_19,s4.291073,s5.23681,s225.615255
057_20,s5.292222,s3.569508,s244.185749
057_21,s5.065995,s5.261263,s-32.199208
057_22,s6.057976,s3.953561,s-141.472562
057_23,s5.73079,s5.721104,s-72.10318
057_24,s5.722155,s2.32108,s-57.444659
057_25,s6.629777,s5.017674,s-106.626798
057_26,s6.68685,s4.565705,s151.697995
057_27,s7.158893,s4.069653,s-163.169831
057_28,s7.664639,s3.763686,s306.441612
057_29,s7.195545,s6.323286,s242.766135
057_30,s8.097715,s2.708641,s96.485818
057_31,s7.988001,s3.255451,s-23.34483
057_32,s3.97203,s4.211354,s34.637303
057_33,s3.836916,s3.902161,s156.990212
057_34,s4.884921,s3.925741,s-54.304993
057_35,s4.770547,s4.381184,s408.179167
057_36,s6.324134,s5.531889,s-100.269625
057_37,s5.25752,s4.644153,s49.470732
057_38,s5.568226,s4.928129,s5.684341
057_39,s6.155334,s4.309169,s39.511359
057_40,s6.022936,s6.315611,s-115.791053
057_41,s7.212359,s5.714047,s76.388097
057_42,s7.194895,s4.558434,s-133.815772
057_43,s8.104059,s5.017504,s91.023371
057_44,s8.067337,s5.686509,s72.859255
057_45,s8.017821,s4.397512,s50.469965
057_46,s8.087861,s6.251414,s63.246561
057_47,s6.921417,s6.283738,s63.820763
057_48,s3.808218,s5.070456,s215.772233
057_49,s3.846003,s5.361013,s23.104399
057_50,s4.698245,s6.281472,s295.583847
057_51,s3.839639,s6.290751,s-64.398131
057_52,s4.371213,s5.717131,s68.276517
057_53,s6.315877,s4.942277,s56.09093
057_54,s4.915662,s5.922781,s153.496101
057_55,s5.692291,s6.414538,s140.809578
057_56,s7.209416,s5.28828,s272.242579
058_0,s3.774451,s1.791138,s26.835916
058_1,s3.725063,s2.729332,s202.686482
058_2,s4.300199,s1.781615,s10.6431
058_3,s4.352569,s3.177678,s155.150201
058_4,s4.697304,s2.08119,s-68.105217
058_5,s5.303597,s1.865052,s111.650114
058_6,s5.475131,s2.738991,s-43.018234
058_7,s5.633351,s1.942627,s336.101899
058_8,s6.083933,s2.687274,s-3.232336
058_9,s6.219282,s1.768095,s378.386315
058_10,s6.790322,s1.964017,s56.083976
058_11,s6.844785,s2.588217,s101.847057
058_12,s7.204925,s1.755532,s8.770374
058_13,s7.437447,s2.600843,s188.214599
058_14,s7.821783,s1.747697,s5.591117
058_15,s7.851664,s2.900061,s204.054129
058_16,s3.608391,s3.104012,s306.699497
058_17,s4.592722,s3.35299,s-14.938486
058_18,s5.158435,s3.917691,s165.611851
058_19,s5.180376,s4.735361,s-296.452765
058_20,s4.453611,s2.627621,s-102.133237
058_21,s4.877845,s3.079907,s-147.03973
058_22,s5.981741,s4.519112,s62.354917
058_23,s6.914856,s3.720321,s83.290151
058_24,s6.292058,s4.567599,s233.975984
058_25,s7.63221,s5.215763,s-41.015341
058_26,s6.520278,s3.249782,s41.068906
058_27,s7.100611,s5.871696,s-108.697997
058_28,s6.77805,s3.188296,s221.109171
058_29,s7.522117,s2.998198,s42.390384
058_30,s7.169064,s3.880393,s257.804409
058_31,s7.963216,s3.413505,s76.925252
058_32,s3.727181,s3.661261,s-20.729466
058_33,s4.209799,s4.855824,s210.973966
058_34,s4.32006,s3.844175,s19.723675
058_35,s5.475635,s5.259673,s97.592682
058_36,s4.901402,s4.19643,s29.11375
058_37,s5.902843,s4.098269,s262.536803
058_38,s6.000031,s5.029079,s34.172018
058_39,s5.411149,s4.335918,s204.83721
058_40,s6.333993,s5.042836,s-88.990291
058_41,s6.218407,s5.524932,s363.091597
058_42,s6.54592,s5.989073,s-65.788817
058_43,s7.96092,s5.984475,s72.441227
058_44,s6.881615,s4.725962,s198.420849
058_45,s7.439446,s4.707634,s17.613204
058_46,s7.842775,s4.558987,s-24.600902
058_47,s7.950181,s4.121359,s77.991903
058_48,s3.719987,s4.565306,s156.264196
058_49,s4.025796,s5.313796,s-7.932927
058_50,s3.851938,s4.883184,s393.403972
058_51,s3.618849,s5.8163,s-50.636504
058_52,s5.854227,s5.986296,s118.066678
058_53,s5.373651,s3.350766,s283.021072
058_54,s4.478269,s6.070976,s171.976026
058_55,s4.890016,s5.628827,s135.073331
058_56,s6.627117,s5.595907,s-134.075713
058_57,s5.256917,s5.999363,s66.154942
059_0,s3.231699,s1.695652,s23.216208
059_1,s3.594014,s1.901408,s239.244525
059_2,s3.307861,s2.291441,s-20.436236
059_3,s4.007469,s2.180224,s265.430554
059_4,s5.295779,s3.071305,s168.810957
059_5,s4.758575,s2.386257,s15.944285
059_6,s4.569744,s1.713881,s-41.204991
059_7,s5.538074,s2.508016,s287.490507
059_8,s5.18156,s1.687723,s-6.843305
059_9,s5.638757,s1.881303,s290.11837
059_10,s6.43773,s2.422268,s105.210949
059_11,s6.754064,s2.137509,s215.410366
059_12,s6.248656,s1.802239,s-112.790663
059_13,s6.952984,s2.549715,s398.599834
059_14,s7.592833,s3.276123,s51.720302
059_15,s7.354549,s2.557896,s214.382161
059_16,s3.234039,s3.151139,s159.978821
059_17,s3.562613,s5.080275,s-90.765018
059_18,s3.882057,s2.48689,s377.622227
059_19,s4.285216,s2.945999,s42.148206
059_20,s4.445201,s5.164106,s356.105165
059_21,s4.166899,s3.514707,s-16.614293
059_22,s4.770836,s3.677089,s25.300225
059_23,s5.699226,s4.099293,s-88.204578
059_24,s6.161342,s3.170492,s217.812554
059_25,s6.83359,s5.297872,s182.663669
059_26,s6.207583,s3.693131,s91.259504
059_27,s7.462803,s5.116562,s134.958992
059_28,s6.622839,s3.433308,s3.298566
059_29,s6.769267,s4.408657,s95.826816
059_30,s7.512476,s1.692674,s34.609866
059_31,s6.941757,s3.239325,s-131.927364
059_32,s3.113095,s4.117577,s-123.27699
059_33,s3.21956,s4.780547,s215.630692
059_34,s5.656074,s5.274022,s145.137052
059_35,s3.61148,s3.381853,s56.95674
059_36,s3.987388,s4.05328,s29.263841
059_37,s4.695605,s3.408537,s198.671202
059_38,s4.129299,s4.776064,s-126.336467
059_39,s5.111259,s5.067064,s399.999681
059_40,s5.018656,s4.487944,s54.470893
059_41,s5.851706,s3.201381,s57.690671
059_42,s6.721633,s5.756344,s140.004203
059_43,s6.411467,s4.909365,s131.702423
059_44,s7.486142,s6.027206,s65.55936
059_45,s6.482986,s6.064103,s66.316262
059_46,s7.592455,s4.508353,s115.120364
059_47,s7.581712,s3.885022,s91.126659
059_48,s3.481867,s5.766031,s235.166525
059_49,s4.483789,s6.061258,s-66.548161
059_50,s3.229326,s5.10745,s22.226915
059_51,s3.118892,s6.042202,s-75.502439
059_52,s4.040054,s6.153532,s190.180684
059_53,s4.978993,s5.709474,s-33.864044
059_54,s5.442618,s3.945918,s436.774019
059_55,s5.406144,s4.389537,s323.820446
059_56,s6.029578,s5.566114,s180.593881
059_57,s5.464071,s5.757494,s-74.508784
059_58,s7.080406,s5.64411,s245.558554
060_0,s3.204796,s1.794513,s23.608914
060_1,s3.844476,s2.837295,s162.910947
060_2,s3.594197,s3.18026,s117.644836
060_3,s4.156218,s2.242612,s140.972888
060_4,s4.615077,s2.324063,s38.377078
060_5,s3.899183,s3.319325,s232.329552
060_6,s4.676278,s1.914263,s112.730139
060_7,s4.693977,s2.968791,s221.116337
060_8,s6.04232,s1.942517,s82.027586
060_9,s6.358595,s2.388062,s181.984719
060_10,s6.817152,s2.759311,s64.674191
060_11,s6.896158,s3.213648,s304.896126
060_12,s6.493657,s3.350642,s46.68739
060_13,s7.61231,s2.542612,s93.511205
060_14,s7.53715,s1.914097,s48.925827
060_15,s7.496298,s4.12519,s202.640002
060_16,s3.260958,s2.62752,s202.870579
060_17,s3.802877,s3.629029,s59.294092
060_18,s4.562057,s3.35773,s48.466204
060_19,s5.480554,s2.475172,s40.101883
060_20,s4.441785,s5.162024,s170.310249
060_21,s5.423142,s3.25471,s79.433704
060_22,s6.058592,s2.789757,s147.834309
060_23,s5.155216,s1.793877,s19.269888
060_24,s5.275921,s3.720491,s10.838112
060_25,s5.60668,s4.118154,s-82.155844
060_26,s6.436815,s3.995789,s226.5507
060_27,s7.383497,s4.476101,s-392.933834
060_28,s6.912374,s1.793447,s11.818148
060_29,s6.431443,s4.532507,s-262.314165
060_30,s7.559807,s3.142631,s132.735886
060_31,s7.112026,s3.946088,s36.17525
060_32,s3.212378,s3.430585,s22.173497
060_33,s3.219464,s5.730853,s158.988838
060_34,s3.221532,s4.797438,s-17.123771
060_35,s3.150161,s4.461933,s232.343072
060_36,s3.767345,s5.833756,s-116.935499
060_37,s3.955071,s4.181942,s235.380613
060_38,s3.708531,s4.450773,s-34.772941
060_39,s5.604795,s5.21039,s-124.019565
060_40,s4.857799,s3.917047,s55.789021
060_41,s5.3408,s4.62592,s280.621571
060_42,s5.941951,s3.408645,s146.760352
060_43,s6.262254,s5.181157,s-24.716456
060_44,s6.984439,s6.179694,s-69.600508
060_45,s6.762612,s5.552681,s298.500122
060_46,s7.483354,s5.476962,s-24.771354
060_47,s6.711396,s4.875947,s217.454078
060_48,s3.09655,s6.163695,s265.218792
060_49,s4.790794,s5.479967,s-312.053334
060_50,s4.558953,s6.236844,s587.909812
060_51,s3.656768,s5.209082,s-72.358533
060_52,s5.487093,s5.585086,s397.621912
060_53,s6.034593,s5.625192,s3.758166
060_54,s5.237423,s5.284041,s128.701401
060_55,s5.659381,s6.166448,s428.680439
060_56,s4.206714,s6.179722,s65.321761
060_57,s4.741432,s4.441173,s-43.403927
060_58,s7.011159,s5.16557,s269.53146
060_59,s6.633798,s6.072686,s-302.905457
061_0,s3.545193,s2.147772,s22.131248
061_1,s4.849616,s3.429272,s178.083419
061_2,s4.750703,s4.979536,s80.529445
061_3,s4.203671,s2.153333,s42.220501
061_4,s5.088176,s3.646901,s-14.408129
061_5,s4.2533,s2.679375,s-17.800287
061_6,s4.669406,s2.126686,s-2.024166
061_7,s5.50863,s3.575016,s194.983078
061_8,s5.725162,s2.131704,s-6.428718
061_9,s6.256952,s2.709654,s170.161851
061_10,s5.910626,s3.904345,s50.175759
061_11,s6.610949,s2.132221,s-16.064937
061_12,s7.249715,s2.13264,s26.387134
061_13,s7.24681,s2.996565,s205.279599
061_14,s7.816359,s2.141091,s5.473105
061_15,s7.815478,s3.322276,s201.902005
061_16,s3.581037,s3.629549,s153.661272
061_17,s3.684034,s2.913348,s-51.362461
061_18,s4.884132,s5.716769,s190.043465
061_19,s3.923147,s4.749154,s-99.544116
061_20,s5.472749,s5.124206,s202.090541
061_21,s5.326507,s3.013449,s145.894482
061_22,s5.130155,s2.127981,s327.200056
061_23,s4.418842,s5.396735,s13.870689
061_24,s6.340897,s4.806293,s321.838813
061_25,s6.069687,s3.000509,s14.39064
061_26,s6.827798,s4.640318,s195.898753
061_27,s6.929833,s3.237076,s132.312246
061_28,s6.951839,s3.795254,s214.717543
061_29,s7.835745,s4.099235,s-24.449949
061_30,s7.430823,s3.843523,s244.53835
061_31,s6.826314,s5.564671,s-59.093177
061_32,s3.44486,s5.260527,s-93.179752
061_33,s3.557415,s4.777734,s155.583957
061_34,s3.534284,s3.88977,s-24.823976
061_35,s3.92352,s3.616134,s261.544231
061_36,s4.951617,s4.738028,s-112.803171
061_37,s4.522271,s6.127202,s-97.07904
061_38,s4.051614,s4.22418,s222.354914
061_39,s4.610437,s4.100211,s297.199464
061_40,s7.225896,s6.647455,s165.296048
061_41,s7.949882,s6.555807,s115.963812
061_42,s6.073045,s4.411031,s23.547203
061_43,s5.927212,s5.364345,s271.037177
061_44,s7.887445,s4.973241,s100.175711
061_45,s7.461817,s4.580613,s149.074767
061_46,s6.902945,s5.03353,s-76.578766
061_47,s7.423644,s5.57933,s248.02581
061_48,s3.602402,s6.660592,s153.045277
061_49,s4.969724,s6.551833,s224.271338
061_50,s3.496072,s5.868866,s227.082678
061_51,s3.999681,s6.327378,s180.178656
061_52,s5.943039,s5.836547,s403.187619
061_53,s5.515576,s5.70371,s144.544213
061_54,s5.648957,s6.542045,s-67.225663
061_55,s4.590322,s6.547867,s68.255373
061_56,s6.497188,s4.290507,s150.89283
061_57,s7.956571,s5.904733,s68.131664
061_58,s6.285145,s5.925133,s294.913072
061_59,s6.358802,s3.404395,s-29.36351
061_60,s6.542073,s6.543315,s473.774538
062_0,s3.299827,s1.413651,s23.440205
062_1,s3.293461,s2.955338,s156.435521
062_2,s3.830096,s1.397819,s15.448002
062_3,s3.872966,s2.313213,s196.679599
062_4,s4.310832,s1.477977,s-59.24985
062_5,s4.906723,s1.496808,s247.030834
062_6,s5.787938,s1.497071,s66.314545
062_7,s6.374075,s1.75798,s67.693067
062_8,s5.597422,s2.15343,s103.986643
062_9,s5.962806,s2.488237,s68.671204
062_10,s6.207158,s3.246538,s-74.042788
062_11,s6.761219,s1.499662,s112.990094
062_12,s6.67445,s1.928013,s-74.859554
062_13,s7.168532,s1.568866,s240.74164
062_14,s7.7292,s1.769701,s26.68456
062_15,s7.593863,s2.698125,s212.755663
062_16,s3.182865,s3.494255,s234.734729
062_17,s4.089508,s3.955182,s49.640228
062_18,s3.870531,s2.853551,s139.796555
062_19,s4.382269,s1.98991,s-30.915411
062_20,s5.140037,s2.550475,s144.303169
062_21,s4.496702,s3.852613,s-86.845345
062_22,s5.446446,s3.611299,s111.348821
062_23,s4.662269,s4.853014,s-79.244332
062_24,s6.286534,s4.104016,s57.349147
062_25,s5.773262,s2.977685,s-10.503936
062_26,s5.734993,s3.87013,s28.062064
062_27,s6.528757,s2.352565,s109.227416
062_28,s6.564608,s2.91319,s217.584132
062_29,s7.189436,s3.368323,s-65.469678
062_30,s7.189133,s2.998864,s179.81977
062_31,s7.716931,s3.030534,s-20.136831
062_32,s3.420537,s3.888214,s24.942411
062_33,s3.762722,s3.453323,s-66.953757
062_34,s4.100454,s4.583017,s88.467623
062_35,s4.177039,s2.561517,s289.712499
062_36,s4.600728,s4.281514,s388.702498
062_37,s4.331488,s3.075922,s320.089786
062_38,s5.074531,s4.535335,s208.13243
062_39,s4.884303,s2.988013,s289.437799
062_40,s6.74493,s4.753105,s262.668216
062_41,s5.930808,s5.145715,s138.784261
062_42,s7.267112,s5.235334,s63.981953
062_43,s5.834021,s6.041768,s179.792383
062_44,s6.105486,s4.720763,s237.392064
062_45,s6.397378,s3.841421,s244.736783
062_46,s7.642914,s3.901052,s34.826586
062_47,s7.836444,s5.259725,s124.752555
062_48,s4.100091,s6.041937,s173.664711
062_49,s3.297706,s5.500623,s23.549655
062_50,s5.230999,s6.035153,s217.481511
062_51,s5.458239,s5.296688,s-259.238052
062_52,s3.19821,s4.873025,s268.076899
062_53,s4.407431,s5.235297,s-5.392412
062_54,s6.306711,s5.670295,s-51.47634
062_55,s4.936093,s5.547999,s32.169453
062_56,s7.005365,s5.849531,s248.054127
062_57,s3.692683,s5.197031,s-8.233194
062_58,s6.570771,s5.043137,s50.452392
062_59,s7.721869,s4.721465,s-155.948793
062_60,s6.906203,s4.287427,s212.725962
062_61,s7.83138,s5.926403,s67.136794
063_0,s6.196691,s5.949033,s-8.441586
063_1,s7.972615,s6.213177,s115.356548
063_2,s4.365736,s6.555788,s201.653471
063_3,s8.221816,s5.872022,s172.286176
063_4,s4.237677,s2.740146,s-116.616922
063_5,s5.266412,s5.853771,s-66.640634
063_6,s5.845845,s3.804824,s94.066578
063_7,s5.669613,s5.518278,s113.834639
063_8,s4.671371,s2.039233,s-53.925802
063_9,s5.502176,s6.438257,s292.758772
063_10,s7.121227,s3.660902,s-168.408853
063_11,s6.353959,s3.133516,s127.197651
063_12,s6.459763,s2.088848,s-115.304892
063_13,s7.358347,s2.098477,s68.294645
063_14,s7.806412,s1.96809,s23.62787
063_15,s8.264985,s3.572573,s202.411361
063_16,s3.89016,s2.498853,s157.026341
063_17,s4.371463,s2.079511,s111.8178
063_18,s4.446696,s3.326891,s124.357531
063_19,s4.674446,s3.841156,s-163.987836
063_20,s5.121702,s2.703553,s424.640081
063_21,s6.092257,s3.469008,s-47.261874
063_22,s6.66077,s4.427697,s199.386867
063_23,s5.130339,s3.343258,s-93.296234
063_24,s7.794042,s5.573017,s461.935616
063_25,s5.423092,s2.268399,s-67.763796
063_26,s6.042337,s2.066331,s113.565723
063_27,s6.794623,s3.090256,s12.184691
063_28,s7.296849,s2.741979,s114.804366
063_29,s8.260221,s2.691855,s22.683722
063_30,s8.370815,s2.192823,s60.520766
063_31,s8.255914,s4.002245,s-24.125506
063_32,s3.846994,s4.409505,s304.822415
063_33,s3.804931,s3.979686,s258.231428
063_34,s5.04793,s4.071633,s30.544422
063_35,s3.881297,s3.527027,s156.317696
063_36,s4.447573,s4.174607,s-9.933777
063_37,s5.686471,s4.45466,s141.737905
063_38,s5.400773,s4.960863,s-114.282183
063_39,s5.482403,s2.822982,s306.82077
063_40,s7.213134,s4.17015,s-18.629602
063_41,s6.649048,s5.603078,s87.614336
063_42,s6.279741,s2.474906,s-57.872105
063_43,s6.725632,s4.789722,s42.506388
063_44,s7.640301,s2.948098,s12.74195
063_45,s7.926266,s3.665238,s69.131909
063_46,s8.266024,s4.870585,s-23.197594
063_47,s7.83495,s4.145536,s26.68235
063_48,s4.568475,s5.217984,s486.974744
063_49,s4.13047,s5.536392,s-368.325202
063_50,s5.019723,s6.566031,s-183.068454
063_51,s3.90141,s6.418809,s522.846821
063_52,s4.930691,s4.992069,s212.594856
063_53,s3.887174,s5.345972,s155.827245
063_54,s6.21139,s4.537696,s171.99752
063_55,s4.839278,s5.42048,s5.193222
063_56,s5.919764,s5.285433,s219.328905
063_57,s6.601507,s6.393517,s-109.958689
063_58,s7.203531,s5.157454,s166.70711
063_59,s7.160476,s5.882797,s151.05864
063_60,s7.719835,s5.11738,s206.004496
063_61,s7.50631,s6.42914,s68.517892
063_62,s8.375039,s6.44518,s66.840344
064_0,s6.352414,s6.379969,s-178.277332
064_1,s4.009498,s5.805097,s239.310727
064_2,s8.064886,s6.292225,s19.00703
064_3,s5.175076,s3.395412,s298.463156
064_4,s4.822913,s2.288672,s-15.272988
064_5,s5.380663,s2.508866,s16.72112
064_6,s5.706791,s2.397087,s-113.109427
064_7,s6.1367,s4.864907,s37.310392
064_8,s6.993428,s5.499982,s181.782722
064_9,s6.023376,s4.528127,s160.13095
064_10,s6.992636,s3.052425,s85.378255
064_11,s8.596525,s6.184487,s119.605066
064_12,s5.843006,s6.040102,s63.693748
064_13,s7.462934,s6.871997,s199.385911
064_14,s5.035579,s4.657703,s11.391019
064_15,s6.839821,s5.945506,s139.672739
064_16,s7.735107,s6.014766,s124.882468
064_17,s4.204169,s2.284016,s30.256148
064_18,s5.08733,s6.770112,s116.062143
064_19,s4.899081,s3.81325,s15.81024
064_20,s5.485743,s6.713056,s245.839778
064_21,s5.623597,s2.991396,s-61.54265
064_22,s6.363627,s4.543822,s267.147828
064_23,s6.317055,s6.758348,s66.128539
064_24,s6.907686,s2.426135,s93.891459
064_25,s6.284071,s3.947404,s-61.409918
064_26,s6.52275,s3.555405,s268.614819
064_27,s7.550847,s2.789571,s36.633491
064_28,s7.342922,s2.405754,s246.11648
064_29,s8.447232,s2.286726,s-14.586857
064_30,s8.474018,s3.661729,s203.331517
064_31,s8.495302,s3.969908,s34.615916
064_32,s4.147044,s3.036786,s8.685806
064_33,s4.790321,s3.34001,s405.778133
064_34,s4.402547,s2.744978,s-59.138626
064_35,s8.589672,s6.754388,s70.346369
064_36,s5.501409,s4.463636,s-20.616606
064_37,s6.658338,s6.633312,s302.470782
064_38,s4.614829,s5.824335,s-30.299504
064_39,s5.484897,s3.971203,s412.818625
064_40,s7.410829,s4.795227,s2.523725
064_41,s6.199635,s3.67772,s118.23136
064_42,s6.499846,s5.142363,s-135.649601
064_43,s8.149367,s3.237295,s91.150268
064_44,s7.864025,s2.570327,s-60.345825
064_45,s7.757533,s4.583766,s214.256472
064_46,s7.946428,s3.835399,s135.222521
064_47,s7.414583,s4.442109,s125.187362
064_48,s4.124484,s3.87115,s383.563396
064_49,s4.131677,s4.717342,s18.714411
064_50,s4.344066,s4.277532,s-27.313792
064_51,s4.000843,s6.272321,s270.824046
064_52,s4.643573,s5.117566,s63.361912
064_53,s4.073038,s6.752837,s-67.807746
064_54,s6.068966,s2.752873,s271.910315
064_55,s5.258959,s5.692798,s15.284002
064_56,s6.14055,s5.588944,s83.333865
064_57,s5.434042,s5.149282,s53.606802
064_58,s8.188478,s5.490225,s440.045128
064_59,s8.484615,s5.132114,s-23.015782
064_60,s7.31211,s6.330275,s460.409873
064_61,s7.413754,s3.831902,s89.102221
064_62,s8.340916,s4.822297,s214.986881
064_63,s8.072598,s4.89862,s40.331051
065_0,s4.127325,s1.971429,s22.327073
065_1,s4.671742,s2.879075,s160.75425
065_2,s4.902751,s2.215461,s124.204658
065_3,s5.212149,s2.081658,s247.17628
065_4,s5.769275,s2.289588,s13.540429
065_5,s5.135491,s4.397692,s163.280682
065_6,s6.154463,s1.971084,s-12.510151
065_7,s6.115641,s2.844207,s56.586683
065_8,s6.574377,s2.903437,s172.334559
065_9,s6.745477,s5.143944,s256.418769
065_10,s6.730862,s1.978801,s-13.663932
065_11,s7.180093,s2.089266,s250.55458
065_12,s7.117112,s3.475035,s71.231003
065_13,s7.30499,s2.851169,s62.380264
065_14,s8.185617,s2.327634,s96.220546
065_15,s8.282492,s3.647168,s146.06384
065_16,s7.72019,s2.624721,s7.456367
065_17,s8.691145,s2.082166,s112.623542
065_18,s4.155601,s3.169576,s179.346361
065_19,s4.021454,s3.925592,s-108.277797
065_20,s4.702751,s3.332628,s69.758571
065_21,s5.345412,s2.717134,s51.908741
065_22,s4.41982,s4.773237,s289.443923
065_23,s5.088069,s3.331888,s-14.721932
065_24,s6.460853,s4.064804,s250.871355
065_25,s5.555319,s3.705651,s-137.710315
065_26,s6.182836,s3.492201,s252.894625
065_27,s7.199672,s4.599643,s-414.637183
065_28,s7.41465,s6.280146,s171.15665
065_29,s7.702948,s5.244488,s8.472083
065_30,s7.78159,s3.796644,s138.558291
065_31,s8.688857,s3.154712,s-259.696132
065_32,s8.078845,s4.897307,s126.450517
065_33,s8.617374,s2.51402,s56.922529
065_34,s8.691501,s5.54738,s76.159409
065_35,s8.555014,s4.027125,s200.615295
065_36,s4.172274,s4.36485,s27.651453
065_37,s4.502035,s4.307913,s210.176136
065_38,s4.018999,s5.197454,s-58.268197
